10-Yard Fight
Bible Adventures
Bible Buffet
Big Bird's Hide & Speak
Big Nose Freaks Out
Big Nose the Caveman
Bigfoot
Bill & Ted's Excellent Video Game Adventure
Bill Elliott's NASCAR Challenge
Bingo
Bio Hazard
Bionic Commando
Black Bass USA, The
Blackjack
Blades of Steel
Blaster Master
Blue Marlin, The
Blues Brothers, The
Bo Jackson Baseball
Boku Koku Shuu Kin
Bomberman
Bomberman II
Bonk's Adventure
Boogerman (Pirate)
Boulder Dash
Boy and His Blob, A - Trouble on Blobolonia
Bram Stoker's Dracula
Break Time - The National Pool Tour
BreakThru
Brush Roller
Bubble Bath Babes
Bubble Bobble
Bubble Bobble Part 2
Bucky O'Hare
Bugs Bunny Birthday Blowout, The
Bugs Bunny Crazy Castle, The
Bump'n'Jump
Burai Fighter
BurgerTime
Buzz and Waldog
Cabal
Caesars Palace
California Games
California Raisins, The - The Grape Escape
Captain America and The Avengers
Captain Planet and The Planeteers
Captain SkyHawk
Captain Tsubasa Vol. II - Super Striker
Casino Kid
Casino Kid 2
Castelian
Castle of Deceit
Castle of Dragon
Castlequest
Castlevania
Castlevania II - Simon's Quest
Castlevania III - Dracula's Curse
Caveman Games
Challenge of the Dragon
Championship Bowling
Championship Pool
Championship Rally
Cheetah Men II
Chess Academys
Chessmaster, The
Chik Bik Ji Jin - Saam Gwok Ji
Chiller
Chinese Checkers
Chinese Kungfu
Chip 'n Dale Rescue Rangers
Chip 'n Dale Rescue Rangers 2
Chubby Cherub
Chuugoku Taitei
Circus Caper
City Connection
Clash at Demonhead
Classic Concentration
Cliffhanger
Clu Clu Land
Cobra Command
Cobra Triangle
Code Name - Viper
Color A Dinosaur
Commando
Conan - The Mysteries of Time
Conflict
Conquest of the Crystal Palace
Contra
Contra Force
Contra Spirits (Pirate)
Cool World
Cosmos Cop (CN-08)
Cowboy Kid
Crackout
Crash 'n the Boys - Street Challenge
Crayon Shin-Chan - Ora to Poi Poi
Creatom
Crime Busters
Cross Fire
Crystal Mines
Crystalis
Cyberball
Cybernoid - The Fighting Machine
D.J. Boy
Dance Aerobics
Dance Xtreme - Prima
Dancing Blocks
Danny Sullivan's Indy Heat
Darkman
Darkseed
Darkwing Duck
Dash Galaxy in the Alien Asylum
Day Dreamin' Davey
Days of Thunder
Deadly Towers
Death Race
Deathbots
Decathlon
Defender II
Defender of the Crown
Defenders of Dynatron City
Deja Vu
Demo Boy 2
Demon Sword
Desert Commander
Destination Earthstar
Destiny of an Emperor
Devil World
Dick Tracy
Die Hard
Dig Dug II - Trouble in Paradise
Digger - The Legend of the Lost City
Dirty Harry - The War Against Drugs
Dizzy The Adventurer
Don Doko Don 2
Dong Dong Nao II - Guo Zhong Ying Wen (Middle School English II)
Donkey Kong
Donkey Kong 3
Donkey Kong Classics
Donkey Kong Country 4 (Pirate)
Donkey Kong Jr.
Donkey Kong Jr. Math
Double Dare
Double Dragon
Double Dragon II - The Revenge
Double Dragon III - The Sacred Stones
Double Dribble
Double Strike
Dr. Chaos
Dr. Jekyll and Mr. Hyde
Dr. Mario
Drac's Night Out
Dragon Ball Z - Super Butouden 2 (Pirate)
Dragon Ball Z IV (Pirate)
Dragon Fighter
Dragon Power
Dragon Spirit - The New Legend
Dragon Warrior
Dragon Warrior II
Dragon Warrior III
Dragon Warrior IV
Dragon Wars
Dragon's Lair
Dragon, The (Pirate)
Drop Zone
Duck
Duck Hunt
Duck Tales
Duck Tales 2
Dudes With Attitude
Dungeon Magic - Sword of the Elements
Dusty Diamond's All-Star Softball
Dynowarz - The Destruction of Spondylus
EarthWorm Jim 2 (Pirate)
EarthWorm Jim 3 (Pirate)
Earthbound
El Monstruo de Los Globos
Elevator Action
Eliminator Boat Duel
Elite
English Word Blaster V1.0
Escape From Atlantis, The
Europe Sensen
Excitebike
Exodus - Journey to the Promised Land
F-117A Stealth Fighter
F-15 City War
F-15 Strike Eagle
FIFA 97 International Soccer
FIFA International 2' 96
Family BASIC
Family Feud
Fantastic Adventures of Dizzy, The
Fantasy Zone
Faria - A World of Mystery & Danger!
Fatal Fury 2 (Pirate)
Faxanadu
Felix the Cat
Ferrari - Grand Prix Challenge
Fester's Quest
Fighting Hero
Fighting Hero III
Final Combat
Final Fantasy
Final Fantasy II
Final Fantasy V
Final Fight 3
Fire 'n Ice
Fire Dragon
Fire Hawk
Firehouse Rescue
Fist of the North Star
Flight of the Intruder
Flintstones, The - The Rescue of Dino & Hoppy
Flintstones, The - The Surprise at Dinosaur Peak!
Flying Dragon - The Secret Scroll
Flying Warriors
Forcity
Formula 1 Sensation
Formula One - Built To Win
Frankenstein - The Monster Returns
Freedom Force
Friday the 13th
Fun Blaster Pak
Fun House
G.I. Joe
G.I. Joe - The Atlantis Factor
GLK Dance by FengLi
Gaiapolis
Galactic Crusader
Galaga - Demons of Death
Galaxy 5000
Game Genie
Gargoyle's Quest II - The Demon Darkness
Garou Densetsu Special
Gauntlet
Gauntlet II
Gemfire
Genghis Khan
George Foreman's KO Boxing
Ghostbusters
Ghostbusters II
Ghosts 'N Goblins
Ghoul School
Go! Benny!
Goal 3
Goal!
Goal! Two
Godzilla - Monster of Monsters!
Godzilla 2 - War of the Monsters
Gold Medal Challenge '92
Golf
Golf Grand Slam
Golgo 13 - Top Secret Episode
Goonies II, The
Goonies, The
Gotcha! - The Sport!
Gradius
Great Waldo Search, The
Great Wall, The
Greg Norman's Golf Power
Gremlins 2 - The New Batch
Guardian Legend, The
Guerrilla War
Gumshoe
Gun-Nac
Gun.Smoke
Gyromite
Gyruss
Hammerin' Harry
Hanafuda Yuukyou Den - Nagarebana Oryuu
Happy Pairs
Harlem Globetrotters
Harry Story
Harry's Legend (Pirate)
Hatris
Heavy Barrel
Heavy Shreddin'
Hell Fighter
Hero Quest
High Speed
Hit Marmot
Hit the Ice
Hogan's Alley
Hollywood Squares
Home Alone
Home Alone 2 - Lost in New York
Hook
Hoops
Hot Dance 2000
Hot Slot
Hudson Hawk
Hudson's Adventure Island
Hudson's Adventure Island II
Hudson's Adventure Island III
Huge Insect
Hunt for Red October, The
Hydlide
I Can Remember
Ice Climber
Ice Hockey
Ikari III - The Rescue
Ikari Warriors
Ikari Warriors II - Victory Road
Image Fight
Immortal, The
Impossible Mission II
Incredible Crash Dummies, The
Indiana Jones and the Last Crusade
Indiana Jones and the Temple of Doom
Infiltrator
International Cricket
Iron Tank - The Invasion of Normandy
Ironsword - Wizards & Warriors II
Isolated Warrior
Ivan Ironman Stewart's Super Off-Road
Jack Nicklaus' Greatest 18 Holes of Major Championship Golf
Jackal
Jackie Chan's Action Kung Fu
James Bond Jr
Jaws
Jeopardy!
Jetsons, The - Cogswell's Caper!
Jim Henson's Muppet Adventure - Chaos at the Carnival
Jimmy Connor's Tennis
Joe & Mac - Caveman Ninja
John Elway's Quarterback
Jordan Vs Bird - One On One
Joshua
Journey to Silius
Joust
Jovial Race
Joypad Test Cartridge
Jungle Book, The
Jurassic Boy 2
Jurassic Park
Kabuki - Quantum Fighter
Kaiketsu Yanchamaru 2 - Karakuri Land
Kaiketsu Yanchamaru 3 - Taiketsu! Zouringen
Karate Champ
Karate Kid, The
Karnov
Kart Fighter (Pirate)
Kero Kero Keroppi no Daibouken 2 - Donuts Ike ha Oosawagi!
Kibord 003
Kick Master
Kick Off
Kickle Cubicle
Kid Icarus
Kid Klown
Kid Kool and the Quest for the 7 Wonder Herbs
Kid Niki - Radical Ninja
King Neptune's Adventure
King of Fighters 96, The (Pirate)
King of Fighters 97, The (Pirate)
King of Fighters 99, The (Pirate)
King of Kings - Early Years, The
King's Knight
King's Quest V
Kings of the Beach
Kirby's Adventure
Kiwi Kraze - A Bird-Brained Adventure!
Klash Ball
Klax
Knight Rider
Konami Hyper Soccer
Korean Igo
Krazy Kreatures
Krion Conquest, The
Krusty's Fun House
Kung Fu
Kung-Fu Heroes
Kyouryuu Sentai Juuranger
L'Empereur
Laser Invasion
Last Action Hero
Last Ninja, The
Last Starfighter, The
Lee Trevino's Fighting Golf
Legacy of the Wizard
Legend of Kage, The
Legend of Prince Valiant, The
Legend of Robin Hood, The
Legend of Zelda, The
Legend of the Ghost Lion
Legendary Wings
Legends of the Diamond - The Baseball Championship Game
Lemmings
Lethal Weapon
Life Force
Linus Spacehead's Cosmic Crusade
Lion King III, The Simon and Pumba (Pirate)
Lion King, The
Lion King, The (1995) (Pirate)
Little League Baseball - Championship Series
Little Mermaid, The
Little Nemo - The Dream Master
Little Ninja Brothers
Little Red Hood
Little Samson
Locksmith
Lode Runner
Lone Ranger, The
Loopz
Low G Man - The Low Gravity Man
Lucky 777
Lunar Pool
Lupin Sansei - Pandora no Isan
M&M Heroes
M.C Kids
M.U.L.E.
M.U.S.C.L.E.
M82 Game Selectable Working Product Display
Mach Rider
Mad Max
Mafat Conspiracy - Golgo 13
Magic Block
Magic Cubes
Magic Darts
Magic Dragon (Pirate)
Magic Jewelry (Pirate)
Magic Jewelry 2 (Pirate)
Magic Johnson's Fast Break
Magic Mathematic
Magic of Scheherazade, The
Magician
Magmax
Mahjan Samit Kabukicho Hen
Mahjang Companion
Mahjong Academy
Mahjong Block (MGC-008)
Mahjong World
Major League Baseball
Makai Island
Maniac Mansion
Mappy-Land
Marble Madness
Mario Bros.
Mario is Missing!
Mario's Time Machine!
Master Chu & The Drunkard Hu
Master Shooter (CN-26)
McDonaldLand
Mechanized Attack
Megaman
Megaman II
Megaman III
Megaman IV
Megaman V
Megaman VI
Mei Nu Quan (Honey Peach)
Meikyuu Jiin Dababa (FDS Conversion)
Menace Beach
Mendel Palace
Metal Fighter
Metal Gear
Metal Mech - Man & Machine
Metal Storm
Metroid
MiG 29 - Soviet Fighter
Michael Andretti's World Grand Prix
Mickey Mania (Pirate)
Mickey Mouse - Dream Balloon
Mickey Mousecapade
Mickey's Adventures in Numberland
Mickey's Safari in Letterland
Micro Machines
Might and Magic
Mighty Bomb Jack
Mighty Final Fight
Millionaire
Millipede
Milon's Secret Castle
Mind Blower Pak
Miracle Piano Teaching System, The
Mission - Impossible
Mission Cobra
Mitsume ga Tooru
Monopoly
Monster In My Pocket
Monster Party
Monster Truck Rally
Moon Ranger
Mortal Kombat (Pirate)
Mortal Kombat Special (Pirate)
Mortal Kombat Variations (Pirates)
Motor City Patrol
Mr. Gimmick
Ms. Pac-Man
Multi-Game Pirate Carts
Mutant Virus, The
Mystery Quest
NARC
NBA Jam 2
NES Open Tournament Golf
NES Play Action Football
NES PowerPad Test Cart
NES Test Cart (Official Nintendo)
NFL Football
NTF2 System Cart
Napoleon's War
New Ghostbusters II
Nigel Mansell's World Championship Challenge
Nightmare on Elm Street, A
Nightshade
Ninja Crusaders
Ninja Gaiden
Ninja Gaiden II - The Dark Sword of Chaos
Ninja Gaiden III - The Ancient Ship of Doom
Ninja Kid
Nintendo World Championships 1990
Nintendo World Cup
Noah's Ark
Nobunaga's Ambition
Nobunaga's Ambition 2
North & South
Olympic IQ
Operation Secret Storm
Operation Wolf
Orb 3D
Othello
Over Horizon
Overlord
P'radikus Conflict, The
P.O.W. - Prisoners of War
Pac-Man
Pac-Mania
Palamedes
Panda Prince, The (Pirate)
Panic Restaurant
Paperboy
Paperboy 2
Parasol Stars - The Story of Bubble Bobble 3
Parodius
Peek-A-Boo Poker
Penguin & Seal, The
Perfect Fit
Pesterminator - The Western Exterminator
Peter Pan & The Pirates
Phantom Air Mission
Phantom Fighter
Pictionary
Pin Bot
Pinball
Pinball Quest
Pipe 5
Pipe Dream
Pirates!
Pizza Pop!
Platoon
Po Po Team
Pocahontas (Pirate)
Pocahontas 2 (Pirate)
Pocket Monster (Pirate)
Poke Block
Poke Tetris
Pokemon Gold (Pirate)
Poker II
Poker III
Poker Mahjong
Popeye
Port Test Cartridge
Power Blade
Power Blade 2
Power Punch 2
Power Rangers III (Pirate)
Predator
Prince of Persia
Princess Tomato in Salad Kingdom
Pro Action Replay
Pro Sport Hockey
Pro Wrestling
Punch-Out!!
Punisher, The
Puss 'n Boots - Pero's Great Adventure
Puzzle
Puzznic
Pyramid
Pyramid II
Q Boy
Q-bert
Qix
Quattro Adventure
Quattro Arcade
Quattro Sports
R.B.I. Baseball
R.B.I. Baseball 2
R.B.I. Baseball 3
R.C. Pro-Am
R.C. Pro-Am II
Race America
Racermate Challenger II V6.02.002
Racket Attack
Rackets & Rivals
Rad Racer
Rad Racer 2
Rad Racket - Deluxe Tennis II
Raid 2020
Raid on Bungeling Bay
Rainbow Islands - The Story of Bubble Bobble 2
Rally Bike
Rambo
Rampage
Rampart
Remote Control
Ren & Stimpy Show, The
Renegade
Rescue - The Embassy Mission
Ring King
River City Ransom
Road Fighter
Road Runner
RoadBlasters
Robin Hood - Prince of Thieves
Robo Warrior
RoboCop
RoboCop 2
RoboCop 3
RoboCop Vs The Terminator
Robodemons
Rock 'n' Ball
Rockball
Rocket Ranger
Rocketeer, The
Rockin' Kats
Rocman X (aka Thunder Blaster Man)
Rod Land
Roger Clemens' MVP Baseball
Rollerball
Rollerblade Racer
Rollergames
Rolling Thunder
Romance of The Three Kingdoms
Romance of The Three Kingdoms II
Roundball - 2-on-2 Challenge
Rush'n Attack
Rygar
S.C.A.T. - Special Cybernetic Attack Team
Saint Seiya - Ougon Densetsu Kanketsu Hen
Samurai Spirits (Pirate)
Scarabeus
Sea of Dreamland
Secret Scout in the Temple of Demise
Secret Ties
Section Z
Seicross
Sesame Street 123
Sesame Street 123 - ABC
Sesame Street ABC
Sesame Street Countdown
Shadow of the Ninja
Shadowgate
Shanghai Tycoon
Shatterhand
Shingen The Ruler
Shinobi
Shisen Mahjong
Shisen Mahjong - Seifuku Hen
Shockwave
Shooting Range
Short Order - Eggsplode
Shui Guan Pipe
Side Pocket
Sidewinder
Silent Assault
Silent Service
Silkworm
Silver Eagle
Silver Surfer
Simpsons, The - Bart Vs. the Space Mutants
Simpsons, The - Bart Vs. the World
Simpsons, The - Bartman Meets Radioactive Man
Skate or Die 2 - The Search for Double Trouble
Skate or Die!
Ski or Die
Skull & Crossbones
Sky Kid
Sky Shark
Slalom
Smash T.V.
Smurfs, The
Snake Rattle N Roll
Snake's Revenge
Snoopy's Silly Sports Spectacular
Snow Brothers
Snowboard Challenge
Soccer
Solar Jetman - Hunt for the Golden Warpship
Solitaire
Solomon's Key
Solstice - The Quest for the Staff of Demnos
Sonic 3D Blast (Pirate)
Sonic The Hedgehog (Pirate)
Space Boy
Space Shuttle Project
Spelunker
Spider-Man - Return of the Sinister Six
Spiderman 2
Spiritual Warfare
Spot
Spy Hunter
Spy Vs Spy
Sqoon
Square Force
Squashed
Stack Up (Block Set)
Stadium Events
Stanley - The Search for Dr. Livingston
Star Force
Star Soldier
Star Trek - 25th Anniversary
Star Trek - The Next Generation
Star Trek V - The Final Frontier
Star Voyager
Star Wars (JVC)
Star Wars - The Empire Strikes Back
Starship Hector
Startropics
Startropics II - Zoda's Revenge
Stealth ATF
Stinger
Strategist
Street Cop
Street Fighter 2010 - The Final Fight
Street Fighter II (Pirate)
Street Fighter III (Pirate)
Street Fighter IV (Pirate)
Street Fighter V (Pirate)
Street Fighter Zero 2 (Pirate)
Street Heroes
Strider
Strike Wolf (MGC-014)
Stunt Kids
Summer Carnival '92 - Recca
Sunday Funday
Sunman
Super C
Super Cars
Super Contra 7 (Pirate)
Super Contra X (Pirate)
Super Dodge Ball
Super Donkey Kong (Pirate)
Super Donkey Kong 2 (Pirate)
Super Glove Ball
Super Jeopardy!
Super Mario Bros.
Super Mario Bros. + Duck Hunt
Super Mario Bros. + Duck Hunt + World Class Track Meet
Super Mario Bros. + Tetris + Nintendo World Cup
Super Mario Bros. - Hack Collection
Super Mario Bros. 2 (J)
Super Mario Bros. 2 (U)
Super Mario Bros. 3
Super Mario World (Pirate)
Super Pang
Super Pang 2
Super Pitfall
Super Shinobi, The
Super Sonic 5 (Pirate)
Super Spike V'Ball
Super Spike V'Ball + Nintendo World Cup
Super Sprint
Super Spy Hunter
Super Team Games
Super Turrican
Superman
Swamp Thing
Sword Master
Swords and Serpents
T&C 2 - Thrilla's Surfari
T&C Surf Design
Taboo - The Sixth Sense
Tag Team Wrestling
Tagin' Dragon
Taiwan Mahjong 16
Taiwan Mahjong 2
TaleSpin
Target - Renegade
Taro's Quest
Tasac
Tecmo Baseball
Tecmo Bowl
Tecmo Cup - Soccer Game
Tecmo NBA Basketball
Tecmo Super Bowl
Tecmo World Cup Soccer
Tecmo World Wrestling
Teenage Mutant Ninja Turtles
Teenage Mutant Ninja Turtles - Tournament Fighters
Teenage Mutant Ninja Turtles II - The Arcade Game
Teenage Mutant Ninja Turtles III - The Manhattan Project
Tekken 2
Tekken 3
Tennis
Terminator 2 - Judgment Day
Terminator, The
Terra Cresta
Tetris
Tetris 2
Thomas the Tank Engine and Friends
Three Stooges
Thunder & Lightning
Thunder Warrior
Thunderbirds
Thundercade
Tiger-Heli
Tiles of Fate
Time Diver Avenger
Time Diver Eon Man
Time Lord
Times of Lore
Tiny Toon Adventures
Tiny Toon Adventures 2 - Trouble in Wackyland
Tiny Toon Adventures 6
Tiny Toon Adventures Cartoon Workshop
Titan Warriors
Titanic 1912
To The Earth
Tobidase Daisakusen (FDS Conversion)
Toita Basketball
Toki
Tom & Jerry
Tom & Jerry 3
Tombs & Treasure
Toobin'
Top Gun
Top Gun - The Second Mission
Top Gun III
Top Players' Tennis - Featuring Chris Evert & Ivan Lendl
Top Rider
Total Recall
Totally Rad
Touch Down Fever
Toxic Crusaders
Toy Story
Track & Field
Track & Field II
Treasure Master
Trog
Trojan
Trolls in Crazyland, The
Trolls on Treasure Island
Twin Cobra
Twin Eagle
U-Force Test Cartridge
U-four-ia - The Saga
Ultima - Exodus
Ultima - Quest of the Avatar
Ultima - Warriors of Destiny
Ultimate Air Combat
Ultimate Basketball
Ultimate League Soccer
Ultimate Stuntman
Um Chi (Glommy Chess)
Uncanny X-Men, The
Uncharted Waters
Uninvited
Untouchables, The
Urban Champion
Urban Strike
Vegas Dream
Venice Beach Volleyball
Vice - Project Doom
Videomation
Vindicators
Volleyball
WCW World Championship Wrestling
WURM - Journey to the Center of the Earth
WWF King of the Ring
WWF WrestleMania - Steel Cage Challenge
WWF WrestleMania Challenge
WWF Wrestlemania
Wacky Races
Wait and See!
Wall Street Kid
Wally Bear & the No Gang
Wario's Woods
Wayne Gretzky Hockey
Wayne's World
Werewolf - The Last Warrior
Wheel of Fortune
Wheel of Fortune - Starring Vanna White
Where in Time is Carmen Sandiego
Where's Waldo
Who Framed Roger Rabbit
Whomp'Em
Widget
Wild Gunman
Willow
Win, Lose or Draw
Winning Goal 5
Winter Games
Wizardry - Proving Grounds of the Mad Overlord
Wizardry - The Knight of Diamonds
Wizards & Warriors
Wizards & Warriors III - Kuros - Visions of Power
Wolverine
World Champ
World Games
World Hero
World Heroes 2
World of Card Game, The
Wrath of the Black Manta
Wrecking Crew
Xenophobe
Xevious
Xexyz
Xybots
Yanshan Chess
Yo! Noid
Yoshi
Yoshi's Cookie
Young Indiana Jones Chronicles, The
Yuu Yuu Hakusho Final - Makai Saikyou Retsuden
Zanac
Zelda II - The Adventure of Link
Zen - Intergalactic Ninja
Zhong Guo Xiang Qi
Zombie Nation
